"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Gao J.; Zhang H.; Lu P.; Wang Z.","Gao, Junli (57211516200); Zhang, Hongpo (57202249884); Lu, Peng (57199892253); Wang, Zongmin (35812755600)","57211516200; 57202249884; 57199892253; 35812755600","An Effective LSTM Recurrent Network to Detect Arrhythmia on Imbalanced ECG Dataset","2019","Journal of Healthcare Engineering","2019","","6320651","","","146","10.1155/2019/6320651","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074285479&doi=10.1155%2F2019%2F6320651&partnerID=40&md5=7d46fb914c70adb3edd0578e7853b8b8","To reduce the high mortality rate from cardiovascular disease (CVD), the electrocardiogram (ECG) beat plays a significant role in computer-aided arrhythmia diagnosis systems. However, the complex variations and imbalance of ECG beats make this a challenging issue. Since ECG beat data exist in heavily imbalanced category, an effective long short-term memory (LSTM) recurrence network model with focal loss (FL) is proposed. For this purpose, the LSTM network can disentangle the timing features in complex ECG signals, while the FL is used to resolve the category imbalance by downweighting easily identified normal ECG examples. The advantages of the proposed network have been verified in the MIT-BIH arrhythmia database. Experimental results show that the LSTM network with FL achieved a reliable solution to the problem of imbalanced datasets in ECG beat classification and was not sensitive to quality of ECG signals. The proposed method can be deployed in telemedicine scenarios to assist cardiologists into more accurately and objectively diagnosing ECG signals. © 2019 Junli Gao et al.","31737240","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85074285479"
"Liu Z.; Huang Y.; Yang Y.; Li W.; Ju W.; Zhang F.; Ouyang W.; Wang S.; Wang C.; An X.; Xia R.; Li Y.; Pan X.","Liu, Zeye (57222594462); Huang, Yuan (57205163079); Yang, Yang (57215972678); Li, Wenchao (58283843900); Ju, Wenhao (59241725400); Zhang, Fengwen (55993550900); Ouyang, Wenbin (55419737000); Wang, Shouzheng (56680531300); Wang, Cheng (59447881500); An, Xuanqi (55765576500); Xia, Ruibing (57216684112); Li, Yakun (58484971800); Pan, Xiangbin (36782774100)","57222594462; 57205163079; 57215972678; 58283843900; 59241725400; 55993550900; 55419737000; 56680531300; 59447881500; 55765576500; 57216684112; 58484971800; 36782774100","Analysis and prediction of research hotspots and trends in heart failure research","2024","Journal of Translational Internal Medicine","12","3","","263","273","7","10.2478/jtim-2023-0117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200153467&doi=10.2478%2Fjtim-2023-0117&partnerID=40&md5=b05b009e4bab1cdfe42c2ce27cdfa8e7","Background and Objectives: Comprehensive data analyses in heart failure research can provide academics with information and help policymakers formulate relevant policies. We collected data from reports published between 1945 and 2021 to identify research topics, trends, and cross-domains in the heart failure disease literature. Methods: Text fragments were extracted and clustered from the titles and abstracts in 270617 publications using artificial intelligence techniques. Two algorithms were used to corroborate the results and ensure that they were reliable. Experts named themes and document clusters based on the results of these semiautomated methods. Using consistent methods, we identified and flagged 107 heart failure topics and 16 large document clusters (divided into two groups by time). The annual vocabularies of research hotspots were calculated to draw attention to niche research fields. Results: Clinical research is an expanding field, followed by basic research and population research. The most frequently raised issues were intensive care treatment for heart failure, applications of artificial intelligence technologies, cardiac assist devices, stem cells, genetics, and regional distribution and use of heart failure-related health care. Risk scoring and classification, care for patients, readmission, health economics of treatment and care, and cell regeneration and signaling pathways were among the fastest-growing themes. Drugs, signaling pathways, and biomarkers were all crucial issues for clinical and basic research in the entire population. Studies on intelligent medicine and telemedicine, interventional therapy for valvular disease, and novel coronavirus have emerged recently. Conclusion: Clinical and population research is increasingly focusing on the customization of intelligent treatments, improving the quality of patients' life, and developing novel treatments. Basic research is increasingly focusing on regenerative medicine, translational medicine, and signaling pathways. Additionally, each research field exhibits mutual fusion characteristics. Medical demands, new technologies, and social support are all potential drivers for these changes. © 2024 The author(s)","","Article","Final","","Scopus","2-s2.0-85200153467"
"Ebraheem M.; Kondaji A.K.; Raju Y.B.; Kumar N.B.","Ebraheem, Menda (54902797500); Kondaji, Aravind Kumar (58588802900); Raju, Y. Butchi (54924520000); Kumar, N. Bhupesh (57221948563)","54902797500; 58588802900; 54924520000; 57221948563","A Computationally Effective Remote Health Monitoring Framework using AGTO-MLRC Models for CVD Diagnosis","2024","KSII Transactions on Internet and Information Systems","18","9","","2512","2545","1","10.3837/tiis.2024.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205945279&doi=10.3837%2Ftiis.2024.09.004&partnerID=40&md5=64870e6d2603b80deba3881a3627147a","One of the biggest challenges for the medical professionals is spotting cardiovascular issues in the earliest stages. Around the world, Cardiovascular Diseases (CVD) are a major cause of death for almost 18 million people each year. Heart disease is therefore a serious concern that needs to be treated. The numerous elements that affect health, such as excessive blood pressure, elevated cholesterol, aberrant pulse rate, and many other factors, might make it challenging to detect heart disease. Consequently, early disease detection and the development of effective treatments can benefit greatly from the field of artificial intelligence. The purpose of this work is to develop a new IoT based healthcare monitoring framework for the prediction of CVD using machine learning algorithm. Here, the data preprocessing has been performed to create the normalized dataset for improving classification. Then, an Artificial Gorilla Troop Optimization (AGTO) algorithm is deployed to choose the most pertinent features from the normalized dataset. Moreover, the Multi-Linear Regression Classification (MLRC) model is also implemented for accurately categorizing the medical information as whether healthy or CVD affected. The results of the proposed AGTO-MLRC mechanism is validated and compared using the popular benchmarking datasets. © 2024 KSII.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205945279"
"Campos A.; Ghusn W.; Cifuentes L.; Sacoto D.; Fansa S.; Anazco D.; Ricardo-Silgado M.L.; Hashem A.; Schaefer M.; Harmsen W.S.; Gunn H.J.; Peterson C.; Larsen D.; Varghese S.T.; Hurtado M.D.; Acosta A.","Campos, Alejandro (57226370484); Ghusn, Wissam (57803248600); Cifuentes, Lizeth (57222590992); Sacoto, Daniel (57686528400); Fansa, Sima (57847577200); Anazco, Diego (57220082059); Ricardo-Silgado, Maria L. (57194528320); Hashem, Anas (57222086413); Schaefer, Megan (60111553100); Harmsen, William S. (7005973985); Gunn, Heather J. (57195684030); Peterson, Craig (55981128000); Larsen, Deborah (60343465000); Varghese, Santosh T. (59032987300); Hurtado, Maria D. (57203134152); Acosta, Andres (55844615900)","57226370484; 57803248600; 57222590992; 57686528400; 57847577200; 57220082059; 57194528320; 57222086413; 60111553100; 7005973985; 57195684030; 55981128000; 60343465000; 59032987300; 57203134152; 55844615900","Addition of Phentermine-Topiramate to a Digitally Enhanced Lifestyle Intervention: A Double-Blind Randomized Clinical Trial","2026","Obesity","34","3","","524","536","0","10.1002/oby.70108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028133740&doi=10.1002%2Foby.70108&partnerID=40&md5=f6d6defdc4b72284701510017d77c4c2","Objective: This study compared the effects of phentermine-topiramate-ER (mid-dose 7.5/46 mg) versus placebo on weight loss and cardiovascular disease (CVD) risk outcomes when used as an adjunct to a digitally enhanced lifestyle intervention (DELI). Methods: We conducted a 12-month, randomized, double-blind, placebo-controlled trial at a single tertiary academic center in the United States (June 2020–June 2022). Eighty participants with obesity (BMI ≥ 30 kg/m2) were enrolled in the DELI program, consisting of in-person and telehealth modalities, dietary and physical activity goals, and use of a smartphone application integrated with digital devices (Apple Watch and Bluetooth-enabled weight scale and blood pressure monitor). Participants were randomized 1:1 to receive either phentermine-topiramate-ER (n = 42) or placebo (n = 38) in addition to the DELI. Results: At 3 months, the phentermine-topiramate group lost a mean of 10.82 kg versus 4.04 kg in the placebo group (mean difference −6.78 kg; p = 0.002). At 12 months, weight loss was 15.32 kg versus 5.85 kg, respectively (mean difference −9.48 kg; p < 0.001). Participants receiving phentermine-topiramate-ER experienced a 3.35% reduction in the estimated atherosclerotic CVD risk compared to baseline (p = 0.004). Conclusions: Phentermine-topiramate-ER, when combined with a DELI, produced significant and sustained weight loss and reduced CVD risk in adults with obesity. Trial Registration: ClinicalTrials.gov: NCT04408586. © 2026 Vivus LLC and The Author(s). Obesity published by Wiley Periodicals LLC on behalf of The Obesity Society.","41562388","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105028133740"
"Mohsin S.S.; Salman O.H.; Jasim A.A.; Al-Nouman M.A.; Kairaldeen A.R.","Mohsin, Sura Saad (59481009400); Salman, Omar H. (56276331200); Jasim, Abdulrahman Ahmed (57219415920); Al-Nouman, Mohammed A. (57193072319); Kairaldeen, Ammar Riadh (56875462600)","59481009400; 56276331200; 57219415920; 57193072319; 56875462600","A systematic review on the roles of remote diagnosis in telemedicine system: Coherent taxonomy, insights, recommendations, and open research directions for intelligent healthcare solutions","2025","Artificial Intelligence in Medicine","160","","103057","","","7","10.1016/j.artmed.2024.103057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212592644&doi=10.1016%2Fj.artmed.2024.103057&partnerID=40&md5=c5562db044cdb32c87280e97c4defca3","Background: The term ‘remote diagnosis’ in telemedicine describes the procedure wherein medical practitioners diagnose patients remotely by using telecommunications technology. With this method, patients can obtain medical care without having to physically visit a hospital, which can be helpful for people who live in distant places or have restricted mobility. When people in the past had health issues, they were usually sent to the hospital, where they received clinical examinations, diagnoses, and treatment at the facility. Thus, hospitals were overcrowded because of the increase in the number of patients or in the death of some very ill patients given that the completion of medical operations required a significant amount of time. Objective: This research aims to provide a literature review study and an in-depth analysis to (1) investigate the procedure and roles of remote diagnosis in telemedicine; (2) review the technical tools and technologies used in remote diagnosis; (3) review the diseases diagnosed remotely in telemedicine; (4) compose a crossover taxonomy among diseases, technologies, and telemedicine; (5) present lists of input variables, vital signs, data and output decisions already applied in remote diagnosis; (6) Summarize the performance assessment measures utilized to assess and validate remote diagnosis models; and (7) identify and categorize open research issues while providing recommendations for future advancements in intelligent remote diagnosis within telemedicine systems. Methods: A systematic search was conducted using online libraries for articles published from 1 January 2016 to 13 September 2023 in IEEE, PubMed, Science Direct, Springer, and Web of Science. Notably, searches were limited to articles in the English language. The papers examine remote diagnosis in telemedicine, the technologies employed for this function, and the ramifications of diagnosing patients outside hospital settings. Each selected study was synthesized to furnish proof about the implementation of remote diagnostics in telemedicine. Results: A new crossover taxonomy between the most important diagnosed diseases and technologies used for this purpose and their relationship with telemedicine tiers is proposed. The functions executed at each tier are elucidated. Additionally, a compilation of diagnostic technologies is provided. Additionally, open research difficulties, advantages of remote diagnosis in telemedicine, and suggestions for future research prospects that require attention are systematically organized and presented. Conclusions: This study reviews the role of remote diagnosis in telemedicine, with a focus on key technologies and current approaches. This study highlights research challenges, provides recommendations for future directions, and addresses research gaps and limitations to provide a clear vision of remote diagnosis in telemedicine. This study emphasizes the advantages of existing research and opens the possibility for new directions and smart healthcare solutions. © 2024 Elsevier B.V.","39708678","Article","Final","","Scopus","2-s2.0-85212592644"
"Faust O.; Lei N.; Chew E.; Ciaccio E.J.; Acharya U.R.","Faust, Oliver (14830975900); Lei, Ningrong (55999440600); Chew, Eng (23972353000); Ciaccio, Edward J. (7004846604); Acharya, U Rajendra (7004510847)","14830975900; 55999440600; 23972353000; 7004846604; 7004510847","A smart service platform for cost efficient cardiac health monitoring","2020","International Journal of Environmental Research and Public Health","17","17","6313","1","18","28","10.3390/ijerph17176313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090026972&doi=10.3390%2Fijerph17176313&partnerID=40&md5=819f91a08f9699c959a0bfecdb35b090","Aim: In this study we have investigated the problem of cost effective wireless heart health monitoring from a service design perspective. Subject and Methods: There is a great medical and economic need to support the diagnosis of a wide range of debilitating and indeed fatal non-communicable diseases, like Cardiovascular Disease (CVD), Atrial Fibrillation (AF), diabetes, and sleep disorders. To address this need, we put forward the idea that the combination of Heart Rate (HR) measurements, Internet of Things (IoT), and advanced Artificial Intelligence (AI), forms a Heart Health Monitoring Service Platform (HHMSP). This service platform can be used for multi-disease monitoring, where a distinct service meets the needs of patients having a specific disease. The service functionality is realized by combining common and distinct modules. This forms the technological basis which facilitates a hybrid diagnosis process where machines and practitioners work cooperatively to improve outcomes for patients. Results: Human checks and balances on independent machine decisions maintain safety and reliability of the diagnosis. Cost efficiency comes from efficient signal processing and replacing manual analysis with AI based machine classification. To show the practicality of the proposed service platform, we have implemented an AF monitoring service. Conclusion: Having common modules allows us to harvest the economies of scale. That is an advantage, because the fixed cost for the infrastructure is shared among a large group of customers. Distinct modules define which AI models are used and how the communication with practitioners, caregivers and patients is handled. That makes the proposed HHMSP agile enough to address safety, reliability and functionality needs from healthcare providers. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","32872667","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85090026972"
"Ski C.F.; Cartledge S.; Foldager D.; Thompson D.R.; Fredericks S.; Ekman I.; Hendriks J.M.","Ski, Chantal F. (6504607459); Cartledge, Susie (57073725600); Foldager, Dan (57374139900); Thompson, David R. (7404935331); Fredericks, Suzanne (20435424400); Ekman, Inger (57154408800); Hendriks, Jeroen M. (35302139800)","6504607459; 57073725600; 57374139900; 7404935331; 20435424400; 57154408800; 35302139800","Integrated care in cardiovascular disease: a statement of the Association of Cardiovascular Nursing and Allied Professions of the European Society of Cardiology","2023","European Journal of Cardiovascular Nursing","22","5","","E39","E46","42","10.1093/eurjcn/zvad009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165517713&doi=10.1093%2Feurjcn%2Fzvad009&partnerID=40&md5=1ff565741a1f4a83972d32e12d15a15f","In a rapidly changing health and care landscape, there is acknowledgement that the organization of care should be integrated with the patient placed at the centre. In reality, care systems are often fragmented, disjointed, and focused on the condition rather than the patient. The Science Committee of the Association of Cardiovascular Nursing and Allied Professions of the European Society of Cardiology recognizes the need for a statement on integrated care to guide health professionals caring for people with cardiovascular disease. This statement outlines the evidence for integrated cardiovascular care, identifies challenges, and offers advice for practice, education, and research. © 2023 The Author(s).","36617217","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85165517713"
"Li H.; Boulanger P.","Li, Hongzu (57205102201); Boulanger, Pierre (24403273700)","57205102201; 24403273700","Structural Anomalies Detection from Electrocardiogram (ECG) with Spectrogram and Handcrafted Features","2022","Sensors","22","7","2467","","","34","10.3390/s22072467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126779740&doi=10.3390%2Fs22072467&partnerID=40&md5=089556656db2608758b1dc6d968e6aef","Cardiovascular diseases are the leading cause of death globally, causing nearly 17.9 million deaths per year. Therefore, early detection and treatment are critical to help improve this situation. Many manufacturers have developed products to monitor patients’ heart conditions as they perform their daily activities. However, very few can diagnose complex heart anomalies beyond detecting rhythm fluctuation. This paper proposes a new method that combines a Short-Time Fourier Transform (STFT) spectrogram of the ECG signal with handcrafted features to detect heart anomalies beyond commercial product capabilities. Using the proposed Convolutional Neural Network, the algorithm can detect 16 different rhythm anomalies with an accuracy of 99.79% with 0.15% false-alarm rate and 99.74% sensitivity. Additionally, the same algorithm can also detect 13 heartbeat anomalies with 99.18% accuracy with 0.45% false-alarm rate and 98.80% sensitivity. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","35408081","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85126779740"
"Selvi R.; Robinson Joel M.; Navaneethakrishnan M.","Selvi, R. (60152070200); Robinson Joel, M. (58153538200); Navaneethakrishnan, M. (57219354649)","60152070200; 58153538200; 57219354649","SCNN-VGG 16: SIAMESE CONVOLUTIONAL NEURAL NETWORK-VISUAL GEOMETRY GROUP 16 FOR CARDIOVASCULAR DISEASE DETECTION USING ECG SIGNAL","2025","Biomedical Engineering - Applications, Basis and Communications","","","2550052","","","0","10.4015/S1016237225500528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019581661&doi=10.4015%2FS1016237225500528&partnerID=40&md5=b54ba027b81735a60aa8e11ecdab2fff","Cardiovascular disease has been one of the primary causes of death worldwide for the past few years in both developing and developed countries. Accurate diagnosis of cardiovascular disease and constant monitoring of patients can lower the mortality rate. However, detecting heart disease accurately is important, but for some reason, it is not always possible in all cases because it requires significant time, specialized knowledge and expert skill. In order to overcome these issues, a novel approach is developed, namely Siamese Convolutional Neural Network-Visual Geometry Group (SCNN-VGG 16), to detect cardiovascular disease using the Electrocardiography (ECG) signal to improve diagnostic accuracy. At first, the ECG signal is fed into the clinical feature extraction process to extract specific features. Next, feature selection is performed using Matusita Distance to recognize the most relevant features. Consequently, the input ECG signal and selected features are used to detect cardiovascular disease, which is performed by using the SCNN-VGG 16 model. In addition, the proposed SCNN-VGG 16 is an integration of Siamese Convolutional Neural Network (SCNN) and Visual Geometry Group (VGG 16), where Taylor concept is used for layer modification. The performance of the proposed SCNN-VGG 16 model is assessed using metrics, including accuracy, sensitivity and specificity, which acquired maximum values of 91.906%, 90.990% and 90.866%, respectively. © 2025 National Taiwan University.","","Article","Article in press","","Scopus","2-s2.0-105019581661"
"Romaszko-Wojtowicz A.; Maksymowicz S.; Jarynowski A.; Jaśkiewicz Ł.; Czekaj Ł.; Doboszyńska A.","Romaszko-Wojtowicz, Anna (57201252831); Maksymowicz, Stanisław (57205165691); Jarynowski, Andrzej (55341326800); Jaśkiewicz, Łukasz (57211340560); Czekaj, Łukasz (26425022300); Doboszyńska, Anna (7004233063)","57201252831; 57205165691; 55341326800; 57211340560; 26425022300; 7004233063","Telemonitoring in Long-COVID Patients—Preliminary Findings","2022","International Journal of Environmental Research and Public Health","19","9","5268","","","14","10.3390/ijerph19095268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128710539&doi=10.3390%2Fijerph19095268&partnerID=40&md5=281b364142a5ec196918303fbc14e4cb","The COVID-19 pandemic has revealed the high usefulness of telemedicine. To date, no uniform recommendations or diagnostic protocols for long-COVID patients have been developed. This article presents the preliminary results of the examination of patients after SARS-CoV-2 infection who were provided with medical telemonitoring devices in order to oversee their pulmonological and cardiological health. Three cases have been analyzed. Each patient underwent a 10-day registration of basic vital signs, in three 15-min sessions daily: RR (respiratory rate), ECG (electrocardiogram), HR (pulse), SPO2 (saturation), body temperature and cough. Rule methods and machine learning were employed to automatically detect events. As a result, serious disorders of all the three patients were detected: cardiological and respiratory disorders that required extended diagnostics. Furthermore, average values of the selected parameters (RR, HR, SPO2 ) were calculated for every patient, including an indication of how often they exceeded the alarm thresholds. In conclusion, monitoring parameters in patients using telemedicine, especially in a time of limited access to the healthcare system, is a valuable clinical instrument. It enables medical professionals to recognize conditions which may endanger a patient’s health or life. Telemedicine provides a reliable assessment of a patient’s health status made over a distance, which can alleviate a patient’s stress caused by long-COVID syndrome. Telemedicine allows identification of disorders and performing further diagnosis, which is possible owing to the implementation of advanced analysis. Telemedicine, however, requires flexibility and the engagement of a multidisciplinary team, who will respond to patients’ problems on an ongoing basis. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","35564663","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85128710539"
"Vo V.; Woode M.E.; Carter S.M.; Degeling C.; Chen G.","Vo, Vinh (57324621100); Woode, Maame E. (56150216100); Carter, Stacy M. (7402609472); Degeling, Chris (57202999059); Chen, Gang (57007327200)","57324621100; 56150216100; 7402609472; 57202999059; 57007327200","Unravelling Public Preferences for the Use of Artificial Intelligence Mobile Health Applications in Australia","2025","Value in Health","28","11","","1696","1704","2","10.1016/j.jval.2025.06.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019760046&doi=10.1016%2Fj.jval.2025.06.013&partnerID=40&md5=854663e13b06b24df7e91dc448d1eb79","Objectives: To explore public opinion on the factors that drive the use of artificial intelligence (AI) mobile health (mHealth) applications for heart disease and mental health, with a particular emphasis on diagnostics and virtual health assistance (VHA). Methods: This study adopted a discrete choice experiment to investigate the preferences of the Australian general public for heart disease and depression. A total of 5 attributes were considered, including anonymized data sharing, human-AI interaction, accuracy of AI results, explanation of results provided by AI, and funding source. Mixed logit and latent class logit models were used to investigate potential preference heterogeneity among respondents. Results: Respondents (n = 1176) showed that AI accuracy was the most crucial factor in AI mHealth applications, followed by human doctor-AI interaction. Preferences for not sharing anonymized data were reported in depression, whereas there were no statistically significant results for heart disease. Results explained by AI and funding source were generally less important. Those who expressed fear of AI were less likely to opt for AI diagnostics and VHA in heart disease. Older adults (60+) were less likely to use AI in both health conditions, whereas younger adults (18-29) were more inclined to use VHA for heart disease. Conclusions: It is evident that beyond the technical feasibility of AI applications, there are nuanced differences in public preferences for AI mHealth applications in Australia. Understanding factors leading to these discrepancies would be valuable for ensuring safe and equitable acceptance and harnessing the full potential of AI in healthcare delivery and outcomes. © 2025","40633727","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105019760046"
"Göçer H.; Durukan A.B.","Göçer, Hakan (6507488110); Durukan, Ahmet Barış (55260495000)","6507488110; 55260495000","The use of artificial intelligence in interventional cardiology; [Yapay zekanın girişimsel kardiyolojide kullanımı]","2023","Turkish Journal of Thoracic and Cardiovascular Surgery","31","3","","420","421","2","10.5606/tgkdc.dergisi.2023.24791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168597486&doi=10.5606%2Ftgkdc.dergisi.2023.24791&partnerID=40&md5=13b7cee138434029aa308c56322d05b7","Artificial intelligence can be employed in many cardiological applications including image analysis, risk assessment, and patient monitoring. In the catheterization laboratory, it can act as a physician assistant, technician, or co-worker. First, by giving voice commands to the operator of the coronary angiography machine, it can ensure that the C-arm moves to the desired angle. It is able to make recommendations for stent size and type based on the analysis of angiography images which is also possible for peripheral and carotid interventions. For transcatheter aortic valve implantation, it can make recommendations for valve placement and size. Artificial intelligence-based image analysis algorithms can be used to support image analysis during catheter laboratory procedures. The challenges include the need for large, high-quality data sets and the development of accurate, reliable, and interpretable artificial intelligence algorithms. © This is an open access article under the terms of the Creative Commons Attribution-NonCommercial License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited and is not used for commercial purposes (http://creativecommons.org/licenses/by-nc/4.0/).","","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85168597486"
"Umar M.A.; AbuAli N.; Shuaib K.; Awad A.I.","Umar, Mubarak Albarka (59514250100); AbuAli, Najah (57271436200); Shuaib, Khaled (6602479384); Awad, Ali Ismail (42961080300)","59514250100; 57271436200; 6602479384; 42961080300","An explainable artificial intelligence and Internet of Things framework for monitoring and predicting cardiovascular disease","2025","Engineering Applications of Artificial Intelligence","144","","110138","","","7","10.1016/j.engappai.2025.110138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216244500&doi=10.1016%2Fj.engappai.2025.110138&partnerID=40&md5=736e04bf66e12c01c2e9b557288c0a3a","Cardiovascular disease (CVD) is a leading cause of death globally. The unpredictability and severity of CVDs, such as sudden cardiac arrests, necessitate real-time monitoring and prediction using the Internet of Things (IoT) and artificial intelligence (AI) for timely intervention. Existing AI models and IoT frameworks for CVD prediction often lack integration of diverse data and fail to provide transparency in predictions, reducing user confidence and treatment effectiveness. We propose an explainable-IoT framework leveraging eXplainable AI (XAI) in the cloud layer and a mobile application to swiftly communicate predictions and explainability to patients, healthcare providers, and other users, facilitating proactive management and informed decisions. The framework integrates sensor data with cloud-based medical records to improve cardiovascular care and build user trust. Using support vector machine (SVM), random forest (RF), k-nearest neighbor (KNN), and deep neural network (DNN), we develop and evaluate CVD prediction models on two datasets: a heart disease dataset (D1) and the Cleveland dataset (D3). Additionally, we use a synthetic dataset (D2) for comparative analysis. The models are evaluated based on accuracy, precision, recall, area under the curve, time, and F1 score. For D3, SVM achieved the best accuracy (84.62%), while RF performed best on D1 and D2 (92.44% and 98.06%, respectively), comparable to state-of-the-art works. Our results highlight the importance of underrepresented physiological features in CVD datasets and the need for comprehensive datasets to enhance CVD model development. Furthermore, while synthetic data (D2) is effective for initial modeling, it requires validation with real-world data for reliable CVD prediction. © 2025 The Authors","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85216244500"
"Bruce C.; Gatzoulis M.A.; Brida M.","Bruce, Charo (57222815180); Gatzoulis, Michael A (7005950602); Brida, Margarita (6508241154)","57222815180; 7005950602; 6508241154","Digital technology and artificial intelligence for improving congenital heart disease care: Alea iacta est","2024","European Heart Journal","45","16","","1386","1389","2","10.1093/eurheartj/ehad898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190956270&doi=10.1093%2Feurheartj%2Fehad898&partnerID=40&md5=1bd72e04d2d144310232aa1e518b41c8","[No abstract available]","38327005","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85190956270"
"Ahmed Jasim A.; Ata O.; Hussein Salman O.","Ahmed Jasim, Abdulrahman (57219415920); Ata, Oguz (57195803399); Hussein Salman, Omar (56276331200)","57219415920; 57195803399; 56276331200","Multisource Data Framework for Prehospital Emergency Triage in Real-Time IoMT-Based Telemedicine Systems","2024","International Journal of Medical Informatics","192","","105608","","","6","10.1016/j.ijmedinf.2024.105608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202530335&doi=10.1016%2Fj.ijmedinf.2024.105608&partnerID=40&md5=30107a44c3cac9c10322d4eca89fceb6","Background and Objective: The Internet of Medical Things (IoMT) has revolutionized telemedicine by enabling the remote monitoring and management of patient care. Nevertheless, the process of regeneration presents the difficulty of effectively prioritizing the information of emergency patients in light of the extensive amount of data generated by several integrated health care devices. The main goal of this study is to be improving the procedure of prioritizing emergency patients by implementing the Real-time Triage Optimization Framework (RTOF), an innovative method that utilizes diverse data from the Internet of Medical Things (IoMT). Methods: The study's methodology utilized a variety of Internet of Medical Things (IoMT) data, such as sensor data and texts derived from electronic medical records. Tier 1 supplies sensor and textual data, and Tier 3 imports textual data from electronic medical records. We employed our methodologies to handle and examine data from a sample of 100,000 patients afflicted with hypertension and heart disease, employing artificial intelligence algorithms. We utilized five machine-learning algorithms to enhance the accuracy of triage. Results: The RTOF approach has remarkable efficacy in a simulated telemedicine environment, with a triage accuracy rate of 98%. The Random Forest algorithm exhibited superior performance compared to the other approaches under scrutiny. The performance characteristics attained were an accuracy rate of 98%, a precision rate of 99%, a sensitivity rate of 98%, and a specificity rate of 100%. The findings show a significant improvement compared to the present triage methods. Conclusions: The efficiency of RTOF surpasses that of existing triage frameworks, showcasing its significant ability to enhance the quality and efficacy of telemedicine solutions. This work showcases substantial enhancements compared to existing triage approaches, while also providing a scalable approach to tackle hospital congestion and optimize resource allocation in real-time. The results of our study emphasize the capacity of RTOF to mitigate hospital overcrowding, expedite medical intervention, and enable the creation of adaptable telemedicine networks. This study highlights potential avenues for further investigation into the integration of the Internet of Medical Things (IoMT) with machine learning to develop cutting-edge medical technologies. © 2024 Elsevier B.V.","39222600","Article","Final","","Scopus","2-s2.0-85202530335"
